fecha;hora;numero incidencia;localizacion;ubicacion;carretera;eje;tipo via;tipo accidente;tipo colision;vehiculos implicados;motocicletas implicadas;pesados implicados;estado del firme;circulacion;heridos leves;heridos graves;victimas mortales;descripcion
15/02/2021 0:00;8:40:00;20210215-0010;00MT48;SUPERFICIE;M11;MT;TRONCO;Colision entre vehiculos;COLISIÓN POR ALCANCE;2;0;0;Seco y limpio;DENSA;0;0;0;Accidente en carril derecho entre dos vehículos, sin heridos ni daños, los dos vehículos son retirados por su grúas
15/02/2021 0:00;8:52:45;20210215-0011;10NL60;SUPERFICIE;M30;NL;VIA DE SERVICIO;Salida de via;COLISIÓN LATERAL;1;1;0;Seco y limpio;FLUIDA;1;0;0;ACCIDENTE MOTORISTA EN CARRIL DERECHO. A MI LLEGADA EL MOTORISTA ESTA EN EL ARCEN CON LA MOTO EN PIE. SOLICITO A CENTRO DE CONTROL LA PRESENCIA DE SAMUR YA QUE EL USUARIO SE QUEJA DE HOMBRO DERECHO.  POLICIA, SAMUR Y V4 LLEGAN AL PUNTO. SAMUR SACA AL USUARIO Y POLICIA SACA LA MOTO FUERA DE ZONA DONDE EL USUARIO ES ATENDIDO SIN PRONOSTICO.
15/02/2021 0:00;15:15:19;20210215-0019;09LC12;SUPERFICIE;A3;LC;TRONCO;Colision entre vehiculos;COLISIÓN LATERAL;2;1;0;Seco y limpio;FLUIDA;1;0;0;Aviso de centro de control de accidente, a mí llegada se encuentra Policía Municipal y ambulancia, se trata de una colisión de una moto a un coche, el herido es trasladado a Gregorio Marañón con pronóstico leve y la moto es sacada por grúa municipal, el otro vehículo sale por sus propios medios
16/02/2021 0:00;11:58:05;20210216-0012;16NC08;TÚNEL;M30;NC;TRONCO;Colision entre vehiculos;COLISIÓN LATERAL;2;0;0;Seco y limpio;FLUIDA;0;0;0;COLISION LATERAL ENTRE DOS VEHICULOS, SIN DAÑOS PERSONALES NI MATERIALES, AMBOS SE RETITRAN POR SUS MEDIOS
16/02/2021 0:00;13:20:48;20210216-0016;09NL00;SUPERFICIE;M30;NL;VIA DE SERVICIO;Colision entre vehiculos;COLISIÓN POR ALCANCE;4;0;2;Seco y limpio;DENSA;1;0;0;Señalizar colision por alcance entre 4 vehículos en carril izquierdo, un herido conductor veh.2 dado de alta en el punto, veh1 retirado por Ollero, veh2 se retira por sus medios, veh 3 y 4 retirados por gruas de los usuarios.
16/02/2021 0:00;19:01:52;20210216-0033;99HT15;SUPERFICIE;M30;99HT;TABLERO;Colision entre vehiculos;COLISIÓN POR ALCANCE;2;2;0;Seco y limpio;FLUIDA;1;0;0;Colisión entre patinetes en carril derecho por alcance con heridos. 1 herido leve dado de alta en el lugar. Los vehículos se retiran por sus medios.
18/02/2021 0:00;8:14:47;20210218-0003;03FT92;TÚNEL;A5;FT;TRONCO;Colision entre vehiculos;COLISIÓN POR ALCANCE;2;0;0;Seco y limpio;CONGESTIONADA;0;0;0;ALCANCE ENTRE 2 VEHICULOS, SIN DAÑOS MATERIALES NI PERSONALES. SE RETIRAN ANTES DE BAJAR DE NUESTROS VEHÍCULOS.
18/02/2021 0:00;12:55:14;20210218-0012;18RN33;TÚNEL;A5;18RN;RAMAL;Colisión obstáculo;COLISIÓN FRONTAL;1;0;0;Seco y limpio;DENSA;0;0;0;VEHICULO QUE SE SALE DE CALZADA GOLPEANDOSE CON AMORTIGUADOR DE IMPACTOS, NO HAY DAÑOS PERSONALES PERO SI MATERIALES (ABSORVEDOR DE IMPACTOS). CARGAMOS EL VEHICULO EN GRUA,POLICIA SACA A LOS OCUPANTES DEL VEHICULO A SAN POL DE MAR. FURGON F-76 APOYA A CORTE DE RAMAL.
18/02/2021 0:00;19:17:27;20210218-0027;02XL20;SUPERFICIE;M30;XL;VIA DE SERVICIO;Colision entre vehiculos;COLISIÓN POR ALCANCE;2;0;0;Seco y limpio;CONGESTIONADA;1;0;0;Accidente en carril izquierdo, a mí llegada se encuentra Policía Municipal y Samur, solo se atiende a un usuario en el lugar por Samur, dándole de alta en el momento por no tener daños considerables, el vehículo 2 se va por sus propios medios y el vehículo 1 abandona el punto en grúa de usuario y el usuario en taxi, no solicito Karcher por orden de Policía Municipal, no dejando el lugar matizado
18/02/2021 0:00;20:21:00;20210218-0029;10RA00;SUPERFICIE;M30;10RA;RAMAL;Colision entre vehiculos;Otro;2;0;0;Seco y limpio;FLUIDA;0;0;0;AVISA CENTRO DE CONTROL DE ACCIDENTE ENTRE 2 VEHICULOS A MI LLEGADA (NO HAY NADA)
18/02/2021 0:00;22:26:14;20210218-0035;02XL30;SUPERFICIE;M30;XL;VIA DE SERVICIO;Colision entre vehiculos;COLISIÓN LATERAL;2;1;0;Seco y limpio;FLUIDA;0;1;0;Colisión lateral entre un turismo y una moto, con caída del motorista qué es atendido por SAMUR y trasladado a hospital Ramón y Cajal con el hombro dislocado y con contusiones. los vehículos son retirados por las grúas de sus seguros.
19/02/2021 0:00;9:20:56;20210219-0009;04FT63;TÚNEL;A5;FT;TRONCO;Salida de via;COLISIÓN LATERAL;1;0;0;Seco y limpio;FLUIDA;1;0;0;AVISO DE VEHICULO PARADO EN CARRIL DERECHO, A NUESTRA LLEGADA VISUALIZAMOS QUE EL CONDUCTOR DEL VEHICULO SE ENCUENTRA TUMBADO SOBRE EL SILLON DERECHO Y CON PERDIDA DE CONSCIENCIA YA QUE NO REACCIONA A LLAMAMIENTO QUE SE LE HACE, EL COCHE SE ENCUENTRA BLOQUEADO DE PUERTAS Y CON EL CONTACTO PUESTO, AL SEGUIR EL CONDUCTOR SIN REACCIONAR A LOS GOLPES EN EL CRISTAL, SE PROCEDE A ROMPER LA VENTANILLA PARA ABRIR EL COCHE Y PODER ACCEDER AL OCUPANTE. AL INCORPORARLE RECOBRA LA CONSCIENCIA YA QUE ABRE LOS OJOS, SE ENCUENTRA CON GRAN CANTIDAD DE ESPUMA EN LA BOCA Y HACE GESTOS DE NO PODER RESPIRAR BIEN. NO REACCIONA A NADA QUE SE LE PRERGUNTA Y TIENE LA MIRADA PERDIDA, SE LE MANTIENE EN EL COCHE CONTROLANDOLE DESDE EL EXTERIOR HASTA LA LLEGADA DE SAMUR. CUANDO LLEGA SAMUR LE VALORA Y PIDEN UNA UVI MOVIL, EN LA CUAL, POR MENCION DE PERSONAL DE SAMUR, TIENE OTRA CRISIS EN EL INTERIOR, LE ESTABILIZAN Y LE TRASLADAN EN LA UVI AL HOSPITAL CLINICO. LE EFECTUAN LAS PRUEBAS DE COVID Y DA NEGATIVO. EL VEHICULO ES RETIRADO POR GRUA MUNICIPAL.
19/02/2021 0:00;13:21:37;20210219-0017;08XL00;SUPERFICIE;M30;XL;VIA DE SERVICIO;Colision entre vehiculos;COLISIÓN POR ALCANCE;2;0;1;Seco y limpio;CONGESTIONADA;1;0;0;AVISO DE CENTRO DE CONTROL PARA SEÑALIZAR ACCIDENTE POR ALCANCE ENTRE CAMION Y TURISMO. A LA LLEGADA POLICIA SE ENCUENTRA CORTANDO DOS CARRILES DERECHOS Y SAMUR ATENDIENDO A UN HERIDO (SIN PRONOSTICO) TRASLADADO A GREGORIO MARAÑON. CON APOYO DE MOTO 1 SE LIMPIA LA CALZADA DE CRISTALES Y PLASTICOS. OLLERO RETIRA VEHICULO 1 Y VEHICULO 2 SE RETIRA POR SUS MEDIOS.
19/02/2021 0:00;14:05:00;20210219-0018;10XL70;SUPERFICIE;M30;XL;VIA DE SERVICIO;Colision entre vehiculos;COLISIÓN POR ALCANCE;2;0;0;Seco y limpio;DENSA;3;0;0;ACCIDENTE ENTRE VEHICULOS (CON 3 HERIDOS LEVES DADOS DE ALTA EN EL PUNTO) SIN DAÑOS. EL VEHICULO 1 SE RETIRA POR SUS MEDIOS, EL VEHICULO 2 ES RETIRADO POR LA GRUA DEL USUARIO. LA GRUA DE OLLERO NO CARGA EL VEHICULO.  2 HERIDOS LEVES VEHICULO 1 Y DEL VEHICULO 2 UN HERIDO LEVE
19/02/2021 0:00;14:15:11;20210219-0019;08NC80;SUPERFICIE;M30;NC;TRONCO;Colision entre vehiculos;COLISIÓN POR ALCANCE;3;0;0;Seco y limpio;CONGESTIONADA;1;0;0;Accidente con herido en carril derecho. 1 herido leve dado de alta en el lugar. Vehículo 1 y 2 se retiran por sus medios. Vehículo 3 es retirado por grúa de ollero.
19/02/2021 0:00;16:43:09;20210219-0023;14RE04;TÚNEL;M30;14RE;RAMAL;Colision entre vehiculos;COLISIÓN POR ALCANCE;2;1;0;Seco y limpio;DENSA;1;0;0;TURISMO  QUE TIRA A MOTORISTA Y SE DA A LA FUGA , CENTRO DE CONTROL FACILITA MATRICULA DEL COCHE POSIBLE IMPLICADO,  AL USUARIO LE TRASLADAN AL 12 DE OCTUBRE CON PRONOSTICO LEVE, DEJAMOS LA MOTOCICLETA EN C/ ANTONIO LOPEZ 256 CON LA C-20 Y POLICIA SE HACE CARGO DE ELLA. COORDINADOR SE PRESENTA EN EL PK .
19/02/2021 0:00;21:21:09;20210219-0035;02RN00;SUPERFICIE;M30;02RN;RAMAL;Colision entre vehiculos;COLISIÓN POR ALCANCE;2;1;0;Seco y limpio;FLUIDA;1;0;0;COLISIÓN ENTRE DOS VEHÍCULOS POR ALCANCE, HAY UN HERIDO QUE ES TRASLADADO AL HOSPITAL (RAMÓN Y CAJAL), SOLO NECESITA GRÚA LA MOTO, EL TURISMO SE RETIRA POR SUS MEDIOS
20/02/2021 0:00;9:51:58;20210220-0008;16NC08;TÚNEL;M30;NC;TRONCO;Salida de via;Otro;1;1;0;Seco y limpio;FLUIDA;0;1;0;MOTO QUE SE SALE DE LA VIA, GOLPEANDO CONTRA JERSEY. EL MOTORISTA SALE DESPEDIDO EN EL IMPACTO FUERA DE CALZADA.ES ATENDIDIO POR SAMUR Y TRASLADADO AL HOSPITAL DE LA MONCLOA CON CARÁCTER RESERVADO.LA MOTO ES RETIRADA POR SERVICIO MUNICIPAL DE GRUA
20/02/2021 0:00;11:25:19;20210220-0014;18XC79;TÚNEL;M30;XC;TRONCO;Colision entre vehiculos;Otro;2;0;0;Seco y limpio;FLUIDA;0;0;0;ACCIDENTE LEVE ENTRE DOS VEHICULOS. ANTES DE SALIR DE BASE EL CENTRO ANULA LA INCIDENCIA, YA QUE LO VEHICULOS REANUDAN LA MARCHA TRAS LA LLEGADA DE POLICIA NACIONAL. NO SALIMOS DE BASE. NO HAY DATOS DE VEHICULOS NI FOTOS.
20/02/2021 0:00;11:35:31;20210220-0015;08NL90;SUPERFICIE;M30;NL;VIA DE SERVICIO;Colision entre vehiculos;COLISIÓN POR ALCANCE;3;0;0;Seco y limpio;DENSA;1;0;0;AVISO DE CENTRO CONTROL ACCIDENTE EN CARRIL IZQUIERDO, A MI LLEGADA POLICIA ESTA MOVIENDO LOS VEHICULOS AL ARCEN DERECHO, ES ATENDIDA EN EL PUNTO LA CONDUCTORA DEL VEHICULO 3 Y DADA DE ALTA EN EL LUGAR, LOS VEHICULOS 1 Y 3 SON RETIRADOS POR LAS GRUAS DE LOS SEGUROS Y LOS OCUPANTES DE CADA VEHICULO SE VAN EN 2 TAXIS QUE VIENEN AL PUNTO, EL VEHICULO 2 SE RETIRA POR SUS MEDIOS
20/02/2021 0:00;12:05:22;20210220-0018;02XL70;SUPERFICIE;M30;XL;VIA DE SERVICIO;Colision entre vehiculos;COLISIÓN POR ALCANCE;5;0;0;Seco y limpio;FLUIDA;0;0;0;AVISO DE CENTRO DE CONTROL DE ACCIDENTE EN CARRIL IZQUIERDO. A MI LLEGADA, JUNTO A POLICIA, LOS PASAMOS AL CARRIL DERECHO Y SEÑALIZAMOS HASTA RETIRADA DEL SEGUNDO Y TERCERO POR SUS GRUAS Y LOS DEMAS POR SUS MEDIOS
20/02/2021 0:00;12:58:20;20210220-0019;02XL50;SUPERFICIE;M30;XL;VIA DE SERVICIO;Colision entre vehiculos;COLISIÓN POR ALCANCE;2;0;0;Seco y limpio;FLUIDA;0;0;0;SEÑALIZARCOLISION POR ALCANCE EN CARRIL DERECHO HASTA RETIRADA DE ESTOS POR SUS MEDIOS
20/02/2021 0:00;22:58:21;20210220-0029;04UL60;SUPERFICIE;A4;UL;TRONCO;Colision entre vehiculos;COLISIÓN POR ALCANCE;3;0;0;Seco y limpio;FLUIDA;1;0;0;COLISION DE 3 VEHICULOS EN CARRIL IZQ. ACCIDENTE CON UN HERIDO LEVE (MAREO) ATENDIDO POR SAMUR DADO DE ALTA EN EL PUNTO. UN VEHICULO REANUDA MARCHA Y LOS OTROS 2 SON RETIRADOS POR LAS GRUAS DE SUS SEGUROS.
21/02/2021 0:00;17:33:25;20210221-0008;15RA17;TÚNEL;M30;15RA;RAMAL;Salida de via;Otro;1;1;0;Otros;FLUIDA;1;0;0;ACCIDENTE MOTO, A NUESTRA LLEGADA SE ENCUENTRA EN EL PUNTO POLICIA MUNICIPAL. EL CONDUCTOR DE LA MOTO PRESENTA UNA HERIDA EN EL PIE y DOLOR DE HOMBRO. LE LIMPIAMOS LA HERIDA DEL PIE HASTA LLEGADA DE SAMUR.LE ATIENDE SAMUR EN EL PUNTO Y ES TRASLADADO AL HOSPITAL CON PRONOSTICO RESERVADO. LA MOTO LA RETIRAMOS CON GRUA C-20 A C/ TOLEDO, SE HACE CARGO POLICIA MUNICIPAL DE LA MOTO Y LLAVE HASTA LA LLEGADA DE SU SEGURO.
21/02/2021 0:00;21:43:47;20210221-0012;09TC57;SUPERFICIE;A3;TC;TRONCO;Salida de via;COLISIÓN MEDIANA;1;0;0;Mojado;FLUIDA;0;0;0;SALIDA DE VIA EN CARRIL DERECHO. EL VEHICULO SE DESPLAZA A LA ISLETA. CORTE DE 1 CARRIL CENTRAL. ACCIDENTE CON DAÑOS AL PATRIMONIO, SIN HERIDOS. EL VEHICULO ES RETIRADO POR LA GRUA DE MOVILIDAD.
22/02/2021 0:00;18:48:44;20210222-0022;14NL09;TÚNEL;M30;NL;VIA DE SERVICIO;Colision entre vehiculos;COLISIÓN POR ALCANCE;3;0;0;Seco y limpio;DENSA;1;0;0;COLISIÓN ENTRE 3 VEHICULOS POR ALCANCE, DOS SALEN POR SUS MEDIOS, EL 3º LO SACAMOS CON PLATAFORMA C-20 A STA Mª DE LA CABEZA , UN OCUPANTE DEL SEGUNDO VEHICULO ES TRASLADADO POR SAMUR AL HOSPITAL GOMEZ ULLA.
23/02/2021 0:00;18:29:08;20210223-0025;16XC11;TÚNEL;M30;XC;TRONCO;Colision entre vehiculos;COLISIÓN POR ALCANCE;2;1;0;Seco y limpio;CONGESTIONADA;1;0;0;ACCIDENTE CON MOTORISTA IMPLICADO, EL VEHICULO SE DA A LA FUGA, EL MOTORISTA ES TRASLADADO POR SAMUR AL HOSPITAL DOCE DE OCTUBRE, LA MOTO LA SACAMOS A LA GLORIETA DE MARQUES DE VADILLO, SE QUEDA POLICIA MUNICIPAL CON LA MOTO.
23/02/2021 0:00;20:02:00;20210223-0029;02XL30;SUPERFICIE;M30;XL;VIA DE SERVICIO;Colision entre vehiculos;COLISIÓN FRONTAL;3;0;0;Seco y limpio;DENSA;0;0;0;señalizar accidente por alcance en carril izquierdo, sin daños a patrimonio ,ni heridos. el vehículo número 1, se retira por sus propios medios ,el vehículo 2 y vehículo 3 se retiran en grúa seguro
24/02/2021 0:00;8:41:44;20210224-0016;07XC00;SUPERFICIE;M30;XC;TRONCO;Colision entre vehiculos;COLISIÓN POR ALCANCE;2;0;0;Seco y limpio;CONGESTIONADA;0;0;0;AVISO DE CENTRO CONTROL ACCIDENTE POR ALCANCE EN ARCEN DERECHO, LOS USUARIOS JUNTO CON POLICIA INTERCAMBIAN DATOS Y SE RETIRAN POR SUS MEDIOS,
24/02/2021 0:00;8:48:00;20210224-0017;01ML25;SUPERFICIE;M11;ML;TRONCO;Otros;COLISIÓN LATERAL;7;1;0;Seco y limpio;CONGESTIONADA;0;0;0;ACIDENTE CON HERIDOS FUERA DE ZONA. CORTE DE CARRIL DERECHO Y CENTRAL. CONDUCTOR DE LA MOTO TRASLADADO POR SAMUR SIN PRONOSTICO. LOS VEHICULOS 1,2,3,6 Y 7 LOS RERIRA GRUA DEL SEGURO. LOS VEHICULOS 5 Y 7 SE RETIRAN POT SUS MEDIOS.
24/02/2021 0:00;15:00:00;20210224-0026;01XC40;SUPERFICIE;M30;XC;TRONCO;Otros;Otro;2;0;0;Seco y limpio;CONGESTIONADA;0;0;0;Accidente sin heridos en arcén derecho. Los vehículos se retiran por sus medios.
24/02/2021 0:00;15:15:00;20210224-0027;10NL70;SUPERFICIE;M30;NL;VIA DE SERVICIO;Colision entre vehiculos;COLISIÓN POR ALCANCE;3;0;0;Seco y limpio;DENSA;1;0;0;señalizar accidente entre tres vehículos en carril derecho Samur interviene en el punto atendiendo a usuaria de vehículo dos y dando la de alta en el punto vehículo uno y vehículo dos salen por sus medios al vehículo tres lo sacamos fuera de zona hacia Méndez Álvaro que espere su grúa
25/02/2021 0:00;7:50:28;20210225-0004;06XL80;SUPERFICIE;M30;XL;VIA DE SERVICIO;Colision entre vehiculos;COLISIÓN POR ALCANCE;2;0;0;Seco y limpio;CONGESTIONADA;0;0;0;COLISION POR ALCANCE EN ARCEN DERECHO, SE COGEN LOS DATOS Y SE RETIRAN POR SUS MEDIOS
25/02/2021 0:00;8:44:00;20210225-0009;09NL30;SUPERFICIE;M30;NL;VIA DE SERVICIO;Colision entre vehiculos;COLISIÓN POR ALCANCE;3;0;0;Seco y limpio;CONGESTIONADA;1;0;0;SEÑALIZO ACCIDENTE CON HERIDOS POR ALCANCE EN CARRIL DERECHO, ES ATENDIDO POR SAMUR EN EL PUNTO EL USUARIO DEL VEHICULO 3 Y TRANSLADADO A FRANCISCO SILVELA CON PRONOSTICO LEVE, EL VEHICULO 1 Y 2 SE RETIRAN POR SUS MEDIOS Y EL VEHICULO 3 ES RETIRADO POR LA GRUA DEL SEGURO
25/02/2021 0:00;14:23:34;20210225-0015;14XL89;TÚNEL;M30;XL;VIA DE SERVICIO;Colision entre vehiculos;COLISIÓN POR ALCANCE;2;0;0;Seco y limpio;FLUIDA;0;0;0;COLISION POR ALCANCE ENTRE DOS VEHICULOS SIN DAÑOS.A NUESTRA LLEGADA SE RETIRAN POR SUS MEDIOS.NO INTERVENIMOS
25/02/2021 0:00;19:43:47;20210225-0022;10NL70;SUPERFICIE;M30;NL;VIA DE SERVICIO;Colision entre vehiculos;COLISIÓN POR ALCANCE;3;0;0;Seco y limpio;DENSA;0;0;0;señalizar accidente por alcance en carril derecho ,sin daños a patrimonio, ni heridos, el vehículo número 1, se retira por sus propios medios ,el vehículo número 2 y 3, se retiran en sus grúas seguro y taxis
26/02/2021 0:00;7:55:38;20210226-0006;03TL41;TÚNEL;A3;TL;TRONCO;Colision entre vehiculos;COLISIÓN POR ALCANCE;2;0;0;Seco y limpio;(en blanco);0;0;0;ACCIDENTE POR ALCANCE CON DOS VEHICULOS IMPLICADOS, RETIRAMOS RESTOS DE LOS VEHICULOS EN CALZADA. LOS VEHICULOS ABANDONAN EL PUNTO POR SUS MEDIOS.
26/02/2021 0:00;8:28:10;20210226-0009;00XC60;SUPERFICIE;M30;XC;TRONCO;Colision entre vehiculos;COLISIÓN LATERAL;2;0;0;Seco y limpio;CONGESTIONADA;2;0;0;AVISO DE CENTRO CONTROL, SEÑALIZO ACCIDENTE CON HERIDOS Y DAÑOS AL PATRIMONIO EN CARRIL IZQUIERDO, SON ATENDIDOS POR SAMUR LOS DOS USUARIOS DEL VEHICULO 1 Y 2, EL USUARIO DEL VEHICULO 1 ES TRASLADADO AL H.GREGORIO MARAÑON CON PRONOSTICO LEVE Y EL USUARIO DEL VEHICULO 2 DADO DE ALTA EN EL PUNTO, EL VEHICULO 1 ES RETIRADO POR LA GRUA DEL SEGURO Y EL VEHICULO 2 ES RETIRADO POR LA GRUA DE LOPEZ OLLERO
26/02/2021 0:00;11:30:44;20210226-0016;05XL00;SUPERFICIE;M30;XL;VIA DE SERVICIO;Salida de via;COLISIÓN MEDIANA;1;0;0;Seco y limpio;DENSA;0;0;0;AVISO DE C.CONTROL DE SALIDA DE VIA QUEDANDO EL COCHE EN CARRIL IZQUIERDO. SEÑALIZAMOS HASTA RETIRADA DE ESTE POR GRUA PROPIA
26/02/2021 0:00;14:51:42;20210226-0024;02NC70;SUPERFICIE;M30;NC;TRONCO;Colision entre vehiculos;COLISIÓN POR ALCANCE;2;0;0;Seco y limpio;CONGESTIONADA;0;0;0;Accidente sin heridos en carril izquierdo. Retiro vehículos al carril derecho. Los vehículos se retiran por sus medios.
26/02/2021 0:00;15:05:00;20210226-0023;12NL00;SUPERFICIE;M30;NL;VIA DE SERVICIO;Colision entre vehiculos;COLISIÓN POR ALCANCE;0;0;0;Seco y limpio;DENSA;0;0;0;Aviso de accidente, a mi llegada no hay nada.
26/02/2021 0:00;16:11:59;20210226-0030;10NL40;SUPERFICIE;M30;NL;VIA DE SERVICIO;Otros;Otro;0;0;0;Seco y limpio;DENSA;0;0;0; aviso de centro de control de accidente a mí llegada no hay nada en el punto
27/02/2021 0:00;13:26:44;20210227-0007;12RL00;SUPERFICIE;A4;12RL;RAMAL;Colision entre vehiculos;COLISIÓN POR ALCANCE;0;0;0;Seco y limpio;FLUIDA;0;0;0;COLISIÓN ENTRE DOS VEHÍCULOS (ANULADO)
27/02/2021 0:00;18:15:00;20210227-0011;31XC40;SUPERFICIE;M30;XC;TRONCO;Colision entre vehiculos;COLISIÓN LATERAL;2;0;0;Seco y limpio;DENSA;0;0;0;accidente en carril derecho sin heridos provocando daños al patrimonio, los dos vehículos son retirados por sus grúas
27/02/2021 0:00;20:37:05;20210227-0016;04AT20;SUPERFICIE;A2;AT;TRONCO;Colision entre vehiculos;COLISIÓN POR ALCANCE;2;0;0;Seco y limpio;DENSA;1;0;0;AVISO DE CENTRO DE CONTROL PARA SEÑALIZAR ACCIDENTE POR ALCANCE ENTRE DOS TURISMOS. A LA LLEGADA SAMUR SE RETIRA CON UN HERIDO SIN PRONOSTICO Y ES TRASLASADO AL HOSPITAL DE LA PRINCESA. VEHICULO 1 SE RETIRA POR SUS MEDIOS Y VEHICULO 2 POR LA GRUA DEL SEGURO.
27/02/2021 0:00;21:28:55;20210227-0018;09XL50;SUPERFICIE;M30;XL;VIA DE SERVICIO;Colision entre vehiculos;COLISIÓN POR ALCANCE;2;0;0;Seco y limpio;DENSA;3;0;0;SEÑALIZAR ACCIDENTE POR ALCANCE ENTRE DOS TURISMOS. SAMUR ATIENDE A 3 HERIDOS TODOS ELLOS PERTENECIENTES A VEHICULO 2, SIENDO TRASLADADO UNO DE ELLOS AL GREGORIO MARAÑON SIN PRONOSTICO. AMBOS VEHICULOS SE RETIRAN DEL PUNTO POR SUS MEDIOS. SIN DAÑOS A PATRIMONIO.
01/03/2021 0:00;10:30:17;20210301-0013;07XL70;SUPERFICIE;M30;XL;VIA DE SERVICIO;Colision entre vehiculos;COLISIÓN LATERAL;2;0;1;Seco y limpio;FLUIDA;0;0;0;SEÑALIZO COLISION LATERAL DE VEHICULOS, CAMION SE CAMBIA DE CARRIL SIN VER VEHICULO Y LO GOLPEA LATERALMENTE, NO HAY DAÑOS NI HERIDOS, LOS VEHICULOS SE RETIRAN POR SUS MEDIOS.
01/03/2021 0:00;15:37:58;20210301-0017;99WL35;SUPERFICIE;M30;99WL;TABLERO;Colision entre vehiculos;COLISIÓN POR ALCANCE;2;0;0;Seco y limpio;CONGESTIONADA;0;0;0;Señalizacion de accidente por alcance entre 2 vehículos sin heridos, policía municipal se encuentra en el pk, los usuarios se retiran por sus propios medios.
02/03/2021 0:00;9:01:56;20210302-0004;14XL79;TÚNEL;M30;XL;VIA DE SERVICIO;Salida de via;Otro;1;0;0;Seco y limpio;DENSA;2;0;0;VEHICULO GOLPEA HITOS Y BAÑERA SUBIENDOSE EN MEDIANA, DAÑA 10M DE BORDILLO ARRANCANDO 3 HITOS Y ROMPIENDO BAÑERA DE SEÑALIZACION, ACUDE BOMBEROS Y SAMUR , SACAMOS VEHICULO AL EXTERIOR JUNTO CON POLICIA  C/ ANTONIO LOPEZ S/N. LOS OCUPANTES NO RESULTAN HERIDOS, Y DENIEGAN ASISTENCIA MEDICA.
02/03/2021 0:00;10:00:57;20210302-0005;05XL90;SUPERFICIE;M30;XL;VIA DE SERVICIO;Colision entre vehiculos;COLISIÓN POR ALCANCE;2;0;1;Seco y limpio;FLUIDA;0;0;0;SEÑALIZO COLISION ENTRE VEHICULOS, SIN DAÑOS NI HERIDOS, EN CARRIL DCHO. LOS VEHICULOS SE RETIRAN POR SUS MEDIOS, LIMPIO RESTOS EN CALZADA.
02/03/2021 0:00;12:36:20;20210302-0011;04AT10;SUPERFICIE;A2;AT;TRONCO;Colisión obstáculo;Otro;1;0;0;Seco y limpio;FLUIDA;0;0;0;AVISA C. CONTROL DE ACCIDENTE, CUANDO LLEGO ES UNA USUARIA QUE HA REVENTADO UNA RUEDA , ME COMUNICA QUE HA REVENTADO CON UN OBJETO QUE HABIA EN CALZADA, YO NO VEO NADA, SACO EL VEHICULO FUERA DE CALZADA, ESPERAMOS A QUE VENGA POLICIA PARA QUE HABLE CON USUARIA, LA GRUA DEL SEGURO LE CAMBIA LA RUEDA EN EL LUGAR.
02/03/2021 0:00;13:12:00;20210302-0013;08VA52;SUPERFICIE;A3;08VA;RAMAL;Colision entre vehiculos;COLISIÓN POR ALCANCE;2;1;0;Seco y limpio;CONGESTIONADA;1;0;0;Señalizar accidente entre coche y moto, en carril izquierdo, un herido, conductor de moto, dado de alta en el punto porque no quiere ser trasladado según indicaba el Samur, vehículo 1 se retira del punto por sus medios, vehículo 2 se queda en base Valencia esperando a su grua
02/03/2021 0:00;15:28:05;20210302-0016;12RV65;SUPERFICIE;M30;12RV;RAMAL;Colision entre vehiculos;COLISIÓN POR ALCANCE;4;0;0;Seco y limpio;CONGESTIONADA;0;0;0;Señalizacion de accidente por alcance entre 4 vehículos sin heridos, solo quedan 2 en el pk cuando me avisan pero al llegar al pk solo queda 1,policia municipal en el pk, retirado por grua seguro usuario, el resto de vehículos se han retirado por sus medios
02/03/2021 0:00;17:33:49;20210302-0021;12RR60;SUPERFICIE;M30;12RR;RAMAL;Salida de via;COLISIÓN MEDIANA;1;0;0;Seco y limpio;FLUIDA;0;0;0;Accidente sin heridos. Vehículo colisiona contra el muro de hormigón del margen izquierdo y termina encima del muro. Corte total del ramal 12RR. Vehículo retirado por grúa de Ollero.
02/03/2021 0:00;23:49:37;20210302-0028;17NC54;TÚNEL;M30;NC;TRONCO;Salida de via;Otro;1;0;0;Seco y limpio;FLUIDA;1;0;0;VEHICULO QUE GOLPEA CON LAS IMPOSTAS DEL HASTIAL IZQUIERDO, DESPLAZANDO DICHO VEHICULO A CARRIL DERECHO. HABIENDO DAÑOS A PATRIMONIO. SE SACA EL VEHICULO JUNTO A POLICIA A LA GLORIETA DE SAN POL DE MAR. OT PROYECTO 274626. CONDUCTOR: JORGE MONFILIO SALAZAR CONDE 12449706J. NUMERO POLIZA AV04202004626257 QUALITAS AUTO
03/03/2021 0:00;9:21:14;20210303-0006;03FT85;TÚNEL;A5;FT;TRONCO;Colision entre vehiculos;COLISIÓN POR ALCANCE;2;0;0;Seco y limpio;DENSA;0;0;0;COLISIÓN POR ALCANCE ENTRE DOS VEHÍCULOS,LOS USUARIOS ABANDONAN EL PUNTO ANTES DE NUESTRA LLEGADA.
03/03/2021 0:00;13:19:20;20210303-0014;08NL07;SUPERFICIE;M30;NL;VIA DE SERVICIO;Otros;Otro;2;0;0;Seco y limpio;DENSA;0;0;0;Aviso de centro de control de accidente por alcance en carril derecho, a mí llegada se encuentra Policía Municipal, el vehículo del usuario 2 sale por sus propios medios y el vehículo del usuario 1 sale en grúa y los usuarios caminando por orden de Policía Municipal
